"","id","nsib79","afqtrev","urban14","male","mfinc1617","black","hisp","mhsgrad","mscoll","fhsgrad","fscoll","intact","mfinc1617q1","mfinc1617q2","mfinc1617q3","mfinc1617q4","mfinc1617q","afqtq1","afqtq2","afqtq3","afqtq4","afqtq","momageatbirth","dob62","dob63","dob64","hgc2122","hga2122","Dhgacoll2122","Dhgacoll2223","Dhgacoll2324","Dhgchs2122","Dhgchs2223","Dhgchs2324","fedmiss"
"1228",3007,3,38,1,0,3.98746784140969,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,3,21,0,0,1,12,13,1,1,1,1,1,1,0
"1229",3014,2,9,1,0,1.34054572687225,0,1,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,19,0,1,0,8,9,0,0,0,0,0,0,1
"1230",3016,2,84,1,1,4.22628062360802,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,1,4,25,0,0,0,15,16,1,1,1,1,1,1,0
"1231",3019,5,53,1,1,11.093986636971,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,29,0,0,0,15,16,1,1,1,1,1,1,0
"1232",3020,5,39,1,0,10.2909933184855,0,0,1,0,1,0,1,0,0,0,1,4,0,1,0,0,2,31,1,0,0,12,12,0,0,0,1,1,1,0
"1233",3023,3,35,1,0,7.92427616926503,0,0,1,0,1,0,1,0,0,0,1,4,0,1,0,0,2,30,0,0,0,11,12,0,0,0,0,0,0,0
"1234",3024,1,23,1,1,6.85946872246696,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,25,0,1,0,12,13,1,1,1,1,1,1,0
"1235",3026,4,43,1,1,10.56570155902,0,0,1,1,1,1,1,0,0,0,1,4,0,1,0,0,2,37,0,0,0,13,14,1,1,1,1,1,1,0
"1236",3040,4,36,1,0,5.88403919821826,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,22,1,0,0,10,10,0,0,0,0,0,0,0
"1237",3043,3,55,1,0,8.01769785083954,0,0,0,0,1,0,1,0,0,0,1,4,0,0,1,0,3,29,0,0,1,12,12,0,0,0,1,1,1,0
"1238",3048,6,42,1,0,1.32071269487751,0,0,1,0,NA,NA,0,1,0,0,0,1,0,1,0,0,2,31,1,0,0,12,13,1,1,1,1,1,1,1
"1239",3049,6,15,1,0,1.38615659174396,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,27,0,0,1,12,12,0,0,0,1,1,1,0
"1240",3055,2,15,1,1,3.90544052863436,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,24,0,1,0,12,12,0,0,0,1,1,1,0
"1241",3056,2,94,1,1,4.14413229398664,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,4,44,1,0,0,12,12,0,0,0,1,1,1,0
"1242",3070,7,6,1,1,1.58485523385301,1,0,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,27,0,0,0,12,12,0,0,NA,1,1,NA,1
"1243",3071,7,5,1,1,1.13790967051836,1,0,1,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,29,0,0,1,12,12,0,0,0,1,1,1,1
"1244",3072,6,17,1,1,2.03127809601554,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,NA,0,0,1,12,12,0,0,0,1,1,1,0
"1245",3076,3,32,1,0,3.70220088105727,1,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,2,34,0,0,1,12,12,0,0,0,1,1,1,0
"1246",3078,2,50,1,0,2.90556792873051,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3,29,0,0,0,15,16,1,1,1,1,1,1,0
"1247",3080,6,24,0,0,2.79991091314031,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,32,0,0,0,12,12,0,0,0,1,1,1,0
"1248",3081,6,54,0,0,2.55852070484581,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,3,32,0,1,0,12,12,0,0,0,1,1,1,0
"1249",3082,6,35,0,1,2.58011878791291,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,34,0,0,1,12,12,0,0,0,1,1,1,0
"1250",3085,2,84,0,0,9.36649443207127,0,0,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,22,1,0,0,15,16,1,1,1,1,1,1,0
"1251",3086,2,84,0,1,9.53335280291622,0,0,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,25,0,0,1,15,16,1,1,1,1,1,1,0
"1252",3091,1,27,0,0,7.56066445229483,0,0,0,0,1,0,1,0,0,0,1,4,0,1,0,0,2,18,0,0,1,14,14,1,1,1,1,1,1,0
"1253",3103,4,1,1,1,1.90073480176211,0,0,NA,NA,NA,NA,1,1,0,0,0,1,1,0,0,0,1,30,0,1,0,10,11,0,0,0,0,0,0,1
"1254",3104,4,7,1,1,1.90073480176211,0,0,0,0,NA,NA,1,1,0,0,0,1,1,0,0,0,1,40,0,0,1,10,11,0,0,0,0,0,0,1
"1255",3106,3,78,1,0,7.73773568281938,0,0,NA,NA,NA,NA,0,0,0,0,1,4,0,0,0,1,4,23,0,0,1,15,16,1,1,1,1,1,1,1
"1256",3107,2,48,1,0,1.94485404850037,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,3,25,0,0,1,15,15,1,1,1,1,1,1,0
"1257",3109,3,99,1,0,5.28285077951002,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,25,0,0,0,14,14,1,1,1,1,1,1,0
"1258",3112,3,42,1,0,10.2236369710468,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,25,0,1,0,11,12,0,0,1,0,0,1,0
"1259",3115,2,76,1,0,3.7952,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,1,4,29,1,0,0,12,12,0,0,0,1,1,1,0
"1260",3118,6,25,1,0,5.99896563876652,0,0,1,1,1,1,1,0,0,1,0,3,0,1,0,0,2,36,0,0,1,10,13,1,1,1,0,0,0,0
"1261",3120,4,27,1,0,4.77622538975501,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,2,30,1,0,0,13,14,1,1,1,1,1,1,0
"1262",3122,4,74,1,0,8.45256124721603,0,0,NA,NA,1,0,0,0,0,0,1,4,0,0,0,1,4,16,1,0,0,12,12,0,0,0,1,1,1,0
"1263",3124,3,76,1,1,1.056570155902,0,0,1,1,NA,NA,0,1,0,0,0,1,0,0,0,1,4,22,0,0,0,12,12,0,0,0,1,1,1,1
"1264",3126,4,72,1,1,4.87605227231144,0,0,0,0,NA,NA,NA,0,1,0,0,2,0,0,0,1,4,31,0,0,1,NA,NA,NA,NA,1,NA,NA,1,1
"1265",3127,5,15,1,1,5.01870824053452,0,0,1,0,1,0,1,0,0,1,0,3,1,0,0,0,1,28,1,0,0,12,12,0,0,0,1,1,1,0
"1266",3128,2,57,1,1,7.92427616926503,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,26,0,0,0,12,12,0,0,0,1,1,1,0
"1267",3129,2,32,1,0,9.29913808463252,0,0,1,0,1,0,1,0,0,0,1,4,0,1,0,0,2,27,1,0,0,12,13,1,1,1,1,1,1,0
"1268",3135,4,36,1,0,6.60356347438753,0,0,1,1,1,1,1,0,0,1,0,3,0,1,0,0,2,28,0,0,0,12,12,0,0,0,1,1,1,0
"1269",3141,2,89,1,1,6.14818173719376,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,38,1,0,0,14,15,1,1,1,1,1,1,0
"1270",3142,1,99,1,1,8.47754889867841,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,28,0,0,1,14,15,1,1,1,1,1,1,0
"1271",3143,3,53,1,0,3.16971046770601,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,3,21,0,0,0,15,16,1,1,1,1,1,1,0
"1272",3145,2,81,1,0,6.33942093541203,0,0,1,1,1,0,1,0,0,1,0,3,0,0,0,1,4,39,0,0,0,14,15,1,1,1,1,1,1,0
"1273",3148,4,4,1,0,5.28285077951002,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,1,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"1274",3149,0,32,1,1,4.744,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,2,20,0,1,0,11,12,0,0,0,0,0,0,0
"1275",3151,3,34,1,0,5.28285077951002,0,0,0,0,1,0,1,0,0,1,0,3,0,1,0,0,2,NA,1,0,0,12,12,0,0,0,1,1,1,0
"1276",3153,4,73,1,0,14.2901113585746,0,0,1,0,1,1,1,0,0,0,1,4,0,0,1,0,3,30,0,0,0,15,16,1,1,1,1,1,1,0
"1277",3155,1,22,1,0,6.65048193832599,0,0,1,1,1,1,1,0,0,1,0,3,0,1,0,0,2,23,0,1,0,13,14,1,1,1,1,1,1,0
"1278",3156,1,76,1,0,7.13184855233853,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,22,0,0,0,15,16,1,1,1,1,1,1,0
"1279",3161,2,35,1,1,4.27209112246696,0,0,1,1,1,1,0,0,1,0,0,2,0,1,0,0,2,NA,0,0,1,14,15,1,1,1,1,1,1,0
"1280",3165,3,35,1,0,8.70613808463252,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,2,24,1,0,0,12,12,0,0,0,1,1,1,0
"1281",3171,2,99,1,1,NA,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,35,1,0,0,15,16,1,1,1,1,1,1,0
"1282",3175,6,19,1,0,2.11314031180401,1,0,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,39,0,0,0,12,12,0,0,0,1,1,1,1
"1283",3178,3,21,1,0,5.28285077951002,1,0,0,0,NA,NA,0,0,0,1,0,3,1,0,0,0,1,24,0,0,0,12,12,0,0,0,1,1,1,1
"1284",3185,4,70,1,0,9.50913140311804,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,1,4,44,1,0,0,14,15,1,1,1,1,1,1,0
"1285",3190,5,7,1,0,4.00153672488776,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,24,0,0,1,12,12,0,0,0,1,1,1,0
"1286",3191,7,12,1,0,2.44823051275963,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,22,0,1,0,13,14,1,1,1,1,1,1,0
"1287",3194,0,28,1,1,5.81113585746102,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,2,17,0,0,0,11,12,0,0,0,0,0,0,0
"1288",3199,3,17,1,0,6.33942093541203,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,1,32,0,0,0,12,12,0,0,0,1,1,1,0
"1289",3201,4,88,1,0,6.68327168548806,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,4,30,0,1,0,12,12,0,0,0,1,1,1,0
"1290",3205,3,76,1,0,5.45418783690588,0,0,1,1,1,0,1,0,0,1,0,3,0,0,0,1,4,38,0,0,1,16,16,1,1,1,1,1,1,0
"1291",3206,2,37,1,0,4.46186784140969,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,2,22,0,1,0,12,13,1,1,1,1,1,1,0
"1292",3210,2,51,1,1,7.39599109131403,0,0,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,22,1,0,0,12,12,0,0,0,1,1,1,0
"1293",3213,6,59,1,1,4.56636123348018,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,3,20,0,1,0,12,12,0,0,0,1,1,1,0
"1294",3214,6,70,1,1,4.56636123348018,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,4,19,0,1,0,12,12,0,0,0,1,1,1,0
"1295",3219,5,68,0,1,6.60356347438753,0,0,1,0,1,1,1,0,0,1,0,3,0,0,1,0,3,26,0,0,0,14,15,1,1,1,1,1,1,0
"1296",3220,5,82,0,1,6.85978173719376,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,26,1,0,0,12,13,1,1,1,1,1,1,0
"1297",3223,3,88,0,0,5.82028193832599,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,28,0,1,0,15,16,1,1,1,1,1,1,0
"1298",3225,3,76,0,0,5.25062538975501,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,21,1,0,0,14,14,1,1,1,1,1,1,0
"1299",3230,2,8,0,1,7.8704422907489,0,0,0,0,1,0,1,0,0,0,1,4,1,0,0,0,1,27,0,1,0,10,11,0,0,0,0,0,0,0
"1300",3231,12,54,0,0,7.38768281938326,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,30,0,1,0,10,13,1,1,1,0,0,0,0
"1301",3236,0,50,0,0,5.83527156549521,0,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,3,27,0,0,1,12,12,0,0,0,1,1,1,0
"1302",3239,2,59,0,1,8.71670378619154,1,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,31,0,0,0,15,16,1,1,1,1,1,1,0
"1303",3240,3,93,0,1,7.13184855233853,0,0,1,0,1,0,0,0,0,0,1,4,0,0,0,1,4,20,0,0,0,15,16,1,1,1,1,1,1,0
"1304",3242,2,52,1,0,3.69799554565702,0,0,1,0,1,1,1,0,1,0,0,2,0,0,1,0,3,20,0,0,0,12,12,0,0,0,1,1,1,0
"1305",3244,1,69,0,0,7.42425550660793,0,0,1,1,1,0,1,0,0,0,1,4,0,0,0,1,4,37,0,1,0,15,16,1,1,1,1,1,1,0
"1306",3247,4,35,0,1,4.24794031180401,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,31,1,0,0,12,12,0,0,0,1,1,1,0
"1307",3248,2,69,1,0,4.0324,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,1,4,23,0,1,0,12,13,1,1,1,1,1,1,0
"1308",3249,1,61,0,0,6.07527839643653,0,0,1,0,1,1,1,0,0,1,0,3,0,0,1,0,3,33,0,0,0,14,14,1,1,1,1,1,1,0
"1309",3250,1,99,0,0,6.47149220489978,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,23,0,0,0,14,14,1,1,1,1,1,1,0
"1310",3251,1,81,1,1,7.17294889867841,0,0,1,1,NA,NA,1,0,0,0,1,4,0,0,0,1,4,24,0,1,0,12,12,0,0,0,1,1,1,1
"1311",3252,4,22,0,0,2.09512579064588,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,2,19,1,0,0,12,12,0,0,0,1,1,1,0
"1312",3253,4,1,1,0,2.22644070484581,0,0,NA,NA,NA,NA,1,1,0,0,0,1,1,0,0,0,1,21,0,1,0,12,12,0,0,0,1,1,1,1
"1313",3254,4,47,0,0,1.91701974637936,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3,26,0,0,1,12,12,0,0,1,1,1,1,0
"1314",3260,5,2,1,0,4.21043207126949,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,23,1,0,0,7,8,0,0,0,0,0,0,0
"1315",3262,0,23,NA,0,4.48778173719376,0,0,1,1,1,1,1,0,1,0,0,2,0,1,0,0,2,24,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"1316",3265,3,25,1,1,2.00748329621381,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,34,1,0,0,12,12,0,0,0,1,1,1,0
"1317",3266,3,45,1,0,6.60356347438753,0,1,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,34,0,0,0,12,13,1,1,1,1,1,1,0
"1318",3267,3,78,1,1,5.43658173719376,0,1,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,35,1,0,0,12,12,0,0,0,1,1,1,0
"1319",3268,3,13,1,0,0.997284933920705,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,20,0,0,1,10,11,0,0,0,0,0,0,0
"1320",3270,4,4,1,1,1.06502271714922,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,30,1,0,0,9,10,0,0,0,0,0,0,0
"1321",3280,3,53,1,0,2.79572070484581,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,3,35,0,1,0,12,12,0,0,0,1,1,1,0
"1322",3281,2,56,1,1,8.45256124721603,0,1,0,0,1,1,1,0,0,0,1,4,0,0,1,0,3,33,0,0,0,13,14,1,1,1,1,1,1,0
"1323",3283,2,17,0,1,3.83006681514477,0,1,0,0,1,1,0,0,1,0,0,2,1,0,0,0,1,18,1,0,0,12,12,0,0,0,1,1,1,0
"1324",3284,1,42,1,1,5.0998,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,3,25,0,1,0,10,11,0,1,1,0,1,1,0
"1325",3285,0,14,1,0,5.28285077951002,0,1,1,1,0,0,1,0,0,1,0,3,1,0,0,0,1,20,1,0,0,12,12,0,0,0,1,1,1,0
"1326",3287,5,27,1,0,3.27012070484581,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,37,0,1,0,12,12,0,0,0,1,1,1,0
"1327",3291,2,45,1,0,8.17785984715205,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,29,0,0,1,14,15,1,1,1,1,1,1,0
"1328",3295,2,90,1,0,4.69539777282851,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,1,4,23,1,0,0,13,14,1,1,1,1,1,1,0
"1329",3296,0,70,1,1,1.71692650334076,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,30,0,0,0,8,13,1,1,1,0,0,0,0
"1330",3305,4,62,1,0,11.4942731277533,0,1,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,27,0,0,1,15,16,1,1,1,1,1,1,0
"1331",3306,6,16,1,0,0.5493552,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,23,0,1,0,11,12,0,0,0,0,0,1,0
"1332",3310,0,18,1,1,1.94805122494432,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,17,1,0,0,12,12,0,0,0,1,1,1,0
"1333",3311,4,17,1,1,3.69799554565702,1,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,25,0,0,0,11,12,0,0,0,0,0,0,0
"1334",3312,1,12,1,0,3.56592427616927,1,0,1,1,1,0,1,0,1,0,0,2,1,0,0,0,1,21,0,0,0,14,15,1,1,1,1,1,1,0
"1335",3320,6,5,1,0,2.65727394209354,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,26,1,0,0,8,9,0,0,0,0,0,0,0
"1336",3321,7,3,1,0,1.88088105726872,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,30,0,0,1,10,10,0,0,0,0,0,0,0
"1337",3323,3,30,1,1,0.713184855233853,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,39,1,0,0,13,14,1,1,1,1,1,1,0
"1338",3326,4,3,1,1,1.45716035242291,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,20,0,1,0,8,9,0,0,0,0,0,0,0
"1339",3329,2,69,1,1,6.13471046770601,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,1,4,21,1,0,0,12,12,0,0,0,1,1,1,0
"1340",3330,2,16,1,1,6.16611166626789,0,0,0,0,1,0,1,0,0,1,0,3,0,1,0,0,2,23,0,0,1,12,13,1,1,1,1,1,1,0
"1341",3337,3,80,1,0,10.56570155902,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,1,4,39,0,0,0,15,16,1,1,1,1,1,1,0
"1342",3339,2,80,1,0,5.28285077951002,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,35,0,0,0,12,13,1,1,1,1,1,1,0
"1343",3341,5,37,1,0,4.75456570155902,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,2,31,0,0,0,15,16,1,1,1,1,1,1,0
"1344",3343,1,18,1,0,5.94735992456123,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,19,0,0,1,10,10,0,0,0,0,0,0,0
"1345",3346,2,13,1,1,6.42738854625551,0,0,1,0,1,0,1,0,0,1,0,3,1,0,0,0,1,29,0,1,0,12,13,1,1,NA,1,1,NA,0
"1346",3349,6,16,1,0,8.45256124721603,0,0,1,0,1,0,1,0,0,0,1,4,1,0,0,0,1,24,0,0,0,12,13,1,1,1,1,1,1,0
"1347",3350,6,53,1,0,7.31453744493392,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,27,0,1,0,14,14,1,1,1,1,1,1,0
"1348",3352,4,72,1,0,7.45278173719376,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,1,4,35,1,0,0,15,16,1,1,1,1,1,1,0
"1349",3354,3,36,1,1,6.99185300668151,0,0,1,1,1,1,1,0,0,1,0,3,0,1,0,0,2,21,1,0,0,13,13,1,1,1,1,1,1,0
"1350",3357,5,42,1,1,5.92783000942985,0,0,1,0,1,1,0,0,0,1,0,3,0,0,1,0,3,31,0,0,1,14,15,1,1,1,1,1,1,0
"1351",3360,2,52,1,0,7.02158871796315,0,0,1,0,1,1,1,0,0,1,0,3,0,0,1,0,3,24,0,0,1,15,16,1,1,1,1,1,1,0
"1352",3363,2,68,1,0,5.68370607028754,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,1,4,21,0,0,1,12,13,1,1,1,1,1,1,0
"1353",3365,4,31,1,0,9.12514419219997,0,0,1,0,1,1,1,0,0,0,1,4,0,1,0,0,2,37,0,0,1,14,15,1,1,1,1,1,1,0
"1354",3368,4,97,1,0,NA,0,0,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,39,0,0,1,15,16,1,1,1,1,1,1,0
"1355",3371,NA,7,1,0,1.35454108105445,1,0,NA,NA,1,0,0,1,0,0,0,1,1,0,0,0,1,NA,0,0,1,12,12,0,0,0,1,1,1,0
"1356",3374,5,44,1,1,6.85978173719376,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,3,15,1,0,0,12,12,0,0,0,1,1,1,0
"1357",3377,7,74,1,0,10.1615634743875,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,1,4,39,1,0,0,15,16,1,1,1,1,1,1,0
"1358",3379,2,80,1,1,4.04389427312775,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,1,4,29,0,1,0,15,16,1,1,1,1,1,1,0
"1359",3381,2,82,1,1,13.2071269487751,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,1,4,22,0,0,0,12,13,1,1,1,1,1,1,0
"1360",3382,1,70,1,1,5.43658173719376,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,1,4,33,1,0,0,14,15,1,1,1,1,1,1,0
"1361",3384,9,54,1,0,9.78965077951002,0,0,1,0,1,1,0,0,0,0,1,4,0,0,1,0,3,28,1,0,0,14,14,1,1,1,1,1,1,0
"1362",3385,9,73,1,1,8.79102907488987,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,1,4,NA,0,1,0,12,13,1,1,1,1,1,1,0
"1363",3386,9,22,1,0,5.70515559246175,0,0,1,0,NA,NA,0,0,0,1,0,3,0,1,0,0,2,30,0,0,1,14,14,1,1,1,1,1,1,1
"1364",3388,3,96,1,1,6.97806872246696,1,0,1,1,1,1,0,0,0,1,0,3,0,0,0,1,4,34,0,1,0,15,16,1,1,1,1,1,1,0
"1365",3393,2,23,1,0,11.6662031498501,1,0,1,1,1,1,0,0,0,0,1,4,0,1,0,0,2,23,0,0,1,13,14,1,1,1,1,1,1,0
"1366",3395,0,63,1,1,2.76514209487751,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,39,1,0,0,14,15,1,1,1,1,1,1,0
"1367",3396,3,81,1,1,6.26678173719376,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,21,1,0,0,12,12,0,NA,NA,1,NA,NA,0
"1368",3397,3,39,1,0,5.89081497797357,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,20,0,1,0,12,12,0,0,0,1,1,1,0
"1369",3398,4,42,0,1,4.744,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,2,33,1,0,0,12,12,0,0,0,1,1,1,0
"1370",3402,1,55,0,0,8.50935189309577,0,0,0,0,1,0,1,0,0,0,1,4,0,0,1,0,3,23,1,0,0,14,13,1,1,1,1,1,1,0
"1371",3404,3,87,0,1,6.06735412026726,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,22,1,0,0,14,15,1,1,1,1,1,1,0
"1372",3405,3,84,0,1,6.26960352422907,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,24,0,0,1,12,12,0,1,1,1,1,1,0
"1373",3406,2,72,0,0,7.20952158590308,0,0,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,37,0,1,0,15,16,1,1,1,1,1,1,0
"1374",3409,5,55,0,0,6.72771046770601,0,0,1,0,1,0,NA,0,0,1,0,3,0,0,1,0,3,36,1,0,0,13,14,1,1,1,1,1,1,0
"1375",3411,3,55,1,0,3.76176211453744,0,0,1,0,1,1,1,0,1,0,0,2,0,0,1,0,3,32,0,0,1,15,15,1,1,NA,1,1,NA,0
"1376",3416,7,40,1,0,3.96213808463252,0,0,1,0,NA,NA,1,0,1,0,0,2,0,1,0,0,2,22,0,0,0,12,12,0,0,0,1,1,1,1
"1377",3418,7,29,1,0,3.78913738019169,0,0,1,1,1,0,0,0,1,0,0,2,0,1,0,0,2,25,0,0,1,12,12,0,0,0,1,1,1,0
"1378",3421,4,64,1,0,9.24498886414254,0,0,1,1,1,1,1,0,0,0,1,4,0,0,1,0,3,23,0,0,0,12,13,1,1,1,1,1,1,0
"1379",3422,4,67,1,0,8.77349443207127,0,0,1,1,1,0,1,0,0,0,1,4,0,0,1,0,3,24,1,0,0,15,16,1,1,1,1,1,1,0
"1380",3425,4,73,1,1,4.26698766519824,0,0,1,1,1,0,1,0,1,0,0,2,0,0,0,1,4,36,0,0,1,13,13,1,1,1,1,1,1,0
"1381",3426,2,87,1,0,8.302,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,25,1,0,0,15,16,1,1,1,1,1,1,0
"1382",3431,6,99,1,1,13.2471497797357,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,32,0,1,0,15,16,1,1,1,1,1,1,0
"1383",3438,10,1,0,0,5.64264317180617,0,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,1,34,0,0,1,7,8,0,0,NA,0,0,NA,0
"1384",3439,4,47,1,1,6.1672,0,0,1,1,1,0,0,0,0,1,0,3,0,0,1,0,3,NA,0,0,1,12,13,1,NA,NA,1,NA,NA,0
"1385",3440,4,15,1,1,1.056570155902,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,30,0,0,0,11,12,0,0,0,0,0,0,0
"1386",3442,2,93,1,0,5.28285077951002,0,0,1,1,1,1,1,0,0,1,0,3,0,0,0,1,4,27,1,0,0,14,15,1,1,1,1,1,1,0
"1387",3443,2,95,1,1,6.23250837004405,0,0,1,1,1,0,1,0,0,1,0,3,0,0,0,1,4,30,0,1,0,15,16,1,1,1,1,1,1,0
"1388",3452,1,35,1,0,5.89081497797357,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,22,0,1,0,12,13,1,1,1,1,1,1,0
"1389",3453,1,22,0,1,5.60554801762115,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,2,18,0,0,1,12,12,0,0,0,1,1,1,0
"1390",3457,4,14,1,0,8.04578173719376,0,0,1,1,1,0,1,0,0,0,1,4,1,0,0,0,1,30,1,0,0,14,15,1,1,1,1,1,1,0
"1391",3458,4,21,1,0,8.04578173719376,0,0,1,1,1,0,1,0,0,0,1,4,0,1,0,0,2,34,1,0,0,13,14,1,1,1,1,1,1,0
"1392",3459,2,72,1,0,5.34013480176211,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,21,0,1,0,13,14,1,1,1,1,1,1,0
