"","id","nsib79","afqtrev","urban14","male","mfinc1617","black","hisp","mhsgrad","mscoll","fhsgrad","fscoll","intact","mfinc1617q1","mfinc1617q2","mfinc1617q3","mfinc1617q4","mfinc1617q","afqtq1","afqtq2","afqtq3","afqtq4","afqtq","momageatbirth","dob62","dob63","dob64","hgc2122","hga2122","Dhgacoll2122","Dhgacoll2223","Dhgacoll2324","Dhgchs2122","Dhgchs2223","Dhgchs2324","fedmiss"
"586",1437,6,10,1,0,2.14562133568282,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,24,0,1,0,10,10,0,0,0,0,0,0,0
"587",1438,2,4,1,0,0.705392650334076,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,21,0,1,0,11,12,0,0,0,0,0,0,0
"588",1439,2,5,1,0,0.343385300668151,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,19,0,0,0,12,12,0,1,1,1,1,1,0
"589",1440,6,11,1,0,0,1,0,0,0,0,0,NA,1,0,0,0,1,1,0,0,0,1,37,1,0,0,12,12,0,1,1,1,1,1,0
"590",1441,5,8,1,0,2.64142538975501,0,1,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0,7,NA,NA,NA,NA,0,0,0,1
"591",1442,3,10,1,0,1.68443348017621,0,1,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,16,0,0,1,12,12,0,0,0,1,1,1,1
"592",1443,2,90,1,0,4.63375947136564,0,0,1,0,NA,NA,0,0,1,0,0,2,0,0,0,1,4,21,0,1,0,12,13,1,1,1,1,1,1,1
"593",1444,2,44,1,0,3.16971046770601,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,21,0,0,0,13,13,1,1,1,1,1,1,0
"594",1445,2,29,0,0,2.96238766519824,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,19,0,1,0,12,12,0,0,NA,1,1,NA,0
"595",1454,3,33,1,0,5.30479233226837,0,1,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,22,0,0,1,12,12,0,0,0,1,1,1,0
"596",1456,2,26,0,1,10.4493392070485,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,2,19,0,1,0,8,9,0,0,0,0,0,0,0
"597",1459,8,71,1,0,2.8464,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,41,0,1,0,12,12,0,0,0,1,1,1,0
"598",1465,4,14,0,0,1.72790273127753,0,0,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,21,0,0,1,8,9,0,0,0,0,0,0,1
"599",1466,3,3,1,1,6.64786960352423,0,0,1,0,NA,NA,0,0,0,1,0,3,1,0,0,0,1,27,0,1,0,8,9,0,0,NA,0,0,NA,1
"600",1472,1,15,0,0,3.86886784140969,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,23,0,1,0,13,14,1,1,NA,1,1,NA,0
"601",1476,0,31,1,1,3.54128105726872,0,0,0,0,NA,NA,0,0,1,0,0,2,0,1,0,0,2,33,0,1,0,13,14,1,1,1,1,1,1,1
"602",1479,2,93,1,1,15.8485523385301,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,36,0,0,0,15,16,1,1,1,1,1,1,0
"603",1483,2,1,1,0,0.626960352422907,1,0,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,NA,0,0,1,12,12,0,0,0,1,1,1,1
"604",1487,3,34,1,0,5.14285523385301,1,0,1,0,1,1,1,0,0,1,0,3,0,1,0,0,2,39,1,0,0,13,13,1,1,1,1,1,1,0
"605",1489,2,9,1,0,1.51600281825731,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,18,0,0,1,12,13,1,1,1,1,1,1,0
"606",1490,3,13,0,0,1.55204035242291,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,18,0,1,0,12,12,0,0,0,1,1,1,0
"607",1491,1,16,1,0,1.84899777282851,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,25,0,0,0,12,13,1,1,1,1,1,1,0
"608",1493,2,48,0,0,4.5068,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,3,19,0,1,0,12,12,0,0,0,1,1,1,0
"609",1501,3,94,1,1,11.8732071269488,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,20,0,1,0,14,15,1,1,1,1,1,1,0
"610",1503,1,84,1,1,3.1374140969163,0,0,1,1,1,1,0,0,1,0,0,2,0,0,0,1,4,19,0,0,1,14,15,1,1,1,1,1,1,0
"611",1507,3,49,1,0,5.28285077951002,0,0,1,1,1,1,1,0,0,1,0,3,0,0,1,0,3,23,0,0,0,12,12,0,0,0,1,1,1,0
"612",1508,3,92,1,1,5.94051610814767,0,0,1,1,1,1,1,0,0,1,0,3,0,0,0,1,4,26,0,0,1,13,14,1,1,1,1,1,1,0
"613",1510,2,54,1,0,3.86886784140969,0,0,1,0,1,1,1,0,1,0,0,2,0,0,1,0,3,26,0,1,0,15,16,1,1,1,1,1,1,0
"614",1513,2,24,1,1,8.05634743875278,0,0,1,1,1,1,1,0,0,0,1,4,0,1,0,0,2,25,0,0,0,12,13,1,1,1,1,1,1,0
"615",1515,2,42,1,1,13.2071269487751,0,0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,23,1,0,0,12,12,0,0,0,1,1,1,0
"616",1518,2,16,0,1,3.27536748329621,1,0,NA,NA,1,0,1,0,1,0,0,2,1,0,0,0,1,28,0,0,0,12,12,0,0,0,1,1,1,0
"617",1523,6,28,0,1,3.93561174367708,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,2,34,0,0,1,12,12,0,0,0,1,1,1,0
"618",1524,3,3,1,0,1.84899777282851,1,0,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,24,0,0,0,9,9,0,0,0,0,0,0,1
"619",1530,4,22,1,0,2.27348242811502,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,2,30,0,0,1,12,13,1,1,1,1,1,1,0
"620",1531,3,40,1,0,5.78242356347439,0,0,1,1,1,0,1,0,0,1,0,3,0,1,0,0,2,25,1,0,0,12,12,0,0,0,1,1,1,0
"621",1532,3,35,1,0,4.59243233480176,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,2,25,0,0,1,11,12,0,0,0,0,0,0,0
"622",1533,4,22,1,0,1.67194831180401,0,1,0,0,NA,NA,0,1,0,0,0,1,0,1,0,0,2,31,1,0,0,12,12,0,0,0,1,1,1,1
"623",1535,9,25,1,1,6.86770601336303,0,1,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,41,0,0,0,9,10,0,0,0,0,0,0,0
"624",1536,9,19,1,1,5.39075300668151,0,1,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,42,1,0,0,10,10,0,0,0,0,0,0,0
"625",1538,4,24,1,0,1.18864142538975,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2,26,1,0,0,14,15,1,1,1,1,1,1,0
"626",1540,4,32,1,0,4.90829665924276,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,41,1,0,0,13,14,1,1,1,1,1,1,0
"627",1543,4,16,1,1,6.00316748329621,0,0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,25,1,0,0,10,11,0,0,0,0,0,0,0
"628",1556,4,65,1,1,7.50693095768374,0,0,1,0,1,1,1,0,0,0,1,4,0,0,1,0,3,29,1,0,0,12,12,0,0,0,1,1,1,0
"629",1557,3,21,1,1,7.16814173719376,0,0,1,0,1,1,1,0,0,0,1,4,0,1,0,0,2,31,1,0,0,12,12,0,0,0,1,1,1,0
"630",1558,3,44,1,0,5.4556,0,0,1,0,1,1,1,0,0,1,0,3,0,0,1,0,3,29,0,1,0,12,12,0,0,0,1,1,1,0
"631",1560,1,21,1,1,5.81113585746102,0,0,1,0,1,1,1,0,0,1,0,3,1,0,0,0,1,17,0,0,0,12,13,1,1,1,1,1,1,0
"632",1561,0,45,1,1,12.2675242290749,0,1,1,1,NA,NA,0,0,0,0,1,4,0,0,1,0,3,17,0,0,1,14,14,1,1,1,1,1,1,1
"633",1565,2,81,1,1,6.26960352422907,0,0,1,1,1,1,1,0,0,1,0,3,0,0,0,1,4,27,0,1,0,15,16,1,1,1,1,1,1,0
"634",1569,4,68,1,1,6.60356347438753,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,0,3,27,0,0,0,13,14,1,1,1,1,1,1,0
"635",1571,4,65,1,0,7.45278173719376,0,0,1,0,1,1,0,0,0,0,1,4,0,0,1,0,3,26,1,0,0,12,13,1,1,1,1,1,1,0
"636",1574,3,88,1,1,10.56570155902,0,0,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,29,0,0,0,14,15,1,1,1,1,1,1,0
"637",1578,4,17,1,1,9.76006681514477,0,0,NA,NA,1,1,1,0,0,0,1,4,1,0,0,0,1,17,1,0,0,10,11,0,NA,0,0,NA,0,0
"638",1579,1,17,0,0,8.45256124721603,0,0,NA,NA,1,0,0,0,0,0,1,4,1,0,0,0,1,21,0,0,0,12,13,1,1,1,1,1,1,0
"639",1580,3,18,1,1,8.73308062360802,0,0,1,0,1,0,1,0,0,0,1,4,1,0,0,0,1,22,1,0,0,11,12,0,0,0,0,0,0,0
"640",1581,3,11,1,0,1.87329888641425,0,0,1,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,23,1,0,0,11,12,0,0,0,0,0,0,1
"641",1585,1,44,1,1,7.52013808463252,0,0,1,1,1,1,1,0,0,0,1,4,0,0,1,0,3,36,1,0,0,12,12,0,0,0,1,1,1,0
"642",1586,1,61,1,0,6.17033480176211,0,0,1,1,1,1,1,0,0,1,0,3,0,0,1,0,3,37,0,1,0,12,12,0,0,0,1,1,1,0
"643",1590,3,21,1,1,3.69799554565702,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,22,0,0,0,11,12,0,0,0,0,0,0,0
"644",1591,3,29,1,1,6.14212158590308,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,24,0,1,0,12,12,0,0,0,1,1,1,0
"645",1592,3,19,1,0,5.18953244852289,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,25,0,0,1,10,11,0,0,0,0,0,0,0
"646",1595,6,37,1,1,5.66031046770601,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,27,1,0,0,10,11,0,NA,NA,0,NA,NA,0
"647",1597,1,63,1,1,4.82746904231626,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,3,27,1,0,0,12,12,0,1,1,1,1,1,0
"648",1598,1,62,1,0,1.59514337588493,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,4,28,0,0,1,12,12,0,0,0,1,1,1,0
"649",1601,2,43,1,1,5.84375244231626,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,26,1,0,0,12,12,0,0,1,1,1,1,0
"650",1602,2,45,1,1,9.05375817933597,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,29,0,0,1,12,12,0,0,0,1,1,1,0
"651",1611,2,73,1,1,6.08799200574235,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,1,4,21,0,0,1,12,13,1,1,1,1,1,1,0
"652",1612,3,57,1,1,2.95839643652561,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,3,19,0,0,0,12,12,0,0,0,1,1,1,0
"653",1613,3,51,1,1,3.72662495953611,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,3,24,0,0,1,13,14,1,1,1,1,1,1,0
"654",1618,5,62,1,1,5.01870824053452,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,3,22,0,0,0,12,12,0,0,0,1,1,1,0
"655",1621,1,89,1,0,NA,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,35,0,1,0,13,14,1,1,1,1,1,1,0
"656",1626,3,96,1,1,4.98642466960352,0,0,1,1,1,1,1,0,0,1,0,3,0,0,0,1,4,23,0,1,0,15,15,1,1,1,1,1,1,0
"657",1627,3,27,1,1,3.9383492702425,0,0,1,1,1,1,1,0,1,0,0,2,0,1,0,0,2,23,0,0,1,10,11,0,0,0,0,0,0,0
"658",1629,3,59,1,0,4.43759465478842,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,3,25,0,0,0,12,13,1,1,1,1,1,1,0
"659",1630,3,71,1,1,5.50680176211454,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,44,0,1,0,14,15,1,1,1,1,1,1,0
"660",1631,3,98,1,1,6.59563919821826,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,18,1,0,0,12,12,0,0,0,1,1,1,0
"661",1632,3,99,1,1,7.30022185022026,0,0,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,20,0,1,0,15,16,1,1,1,1,1,1,0
"662",1633,3,71,1,0,6.58407488536403,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,21,0,0,1,15,16,1,1,1,1,1,1,0
"663",1635,6,41,1,1,5.72144546592428,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,23,1,0,0,12,13,1,1,1,1,1,1,0
"664",1636,6,39,1,1,5.72144546592428,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,30,1,0,0,12,13,1,1,1,1,1,1,0
"665",1637,1,53,1,1,7.99453808463252,0,0,1,1,1,1,1,0,0,0,1,4,0,0,1,0,3,27,1,0,0,12,13,1,1,1,1,1,1,0
"666",1639,4,97,0,0,10.1615634743875,0,0,1,1,NA,NA,1,0,0,0,1,4,0,0,0,1,4,39,1,0,0,14,15,1,1,1,1,1,1,1
"667",1642,2,3,1,0,3.13480176211454,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,21,0,0,1,13,14,1,1,1,1,1,1,0
"668",1646,1,14,1,0,4.93172087655346,0,1,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,31,0,0,1,14,15,1,1,1,1,1,1,0
"669",1648,6,5,1,0,1.63768374164811,0,0,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,36,0,0,0,9,10,0,0,0,0,0,0,1
"670",1650,2,10,1,0,5.93,0,1,0,0,1,0,1,0,0,1,0,3,1,0,0,0,1,33,1,0,0,12,12,0,0,0,1,1,1,0
"671",1651,3,71,1,1,5.54171046770601,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1,4,18,0,1,0,12,13,1,1,1,1,1,1,0
"672",1658,6,95,1,0,10.889276169265,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,1,4,24,1,0,0,15,16,1,1,1,1,1,1,0
"673",1659,6,53,1,1,7.14473568281938,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,22,0,1,0,13,14,1,1,1,1,1,1,0
"674",1661,7,21,1,0,1.99248,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2,22,1,0,0,11,12,0,1,1,0,1,1,0
"675",1662,7,47,1,0,9.7252,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,NA,1,0,0,12,12,0,0,0,1,1,1,0
"676",1663,7,26,1,1,10.0141242290749,0,1,1,0,1,0,0,0,0,0,1,4,0,1,0,0,2,20,0,0,1,11,12,0,0,0,0,0,0,0
"677",1665,5,73,1,1,5.93,0,1,1,0,1,1,1,0,0,1,0,3,0,0,0,1,4,22,0,1,0,14,14,1,NA,NA,1,NA,NA,0
"678",1666,5,8,1,0,5.93,0,1,1,0,1,1,1,0,0,1,0,3,1,0,0,0,1,23,0,1,0,14,15,1,1,1,1,1,1,0
"679",1667,3,46,1,1,1.25041533546326,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3,22,0,0,1,11,12,0,0,0,0,0,0,0
"680",1669,2,76,1,1,10.9966233480176,0,1,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,32,0,1,0,15,16,1,NA,NA,1,1,1,0
"681",1670,1,94,1,1,11.3495497797357,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,22,0,1,0,15,16,1,1,1,1,1,1,0
"682",1672,3,53,1,1,8.28562316258352,0,0,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,23,0,1,0,12,13,1,1,1,1,1,1,0
"683",1677,5,58,1,1,4.744,0,0,1,1,1,1,1,0,1,0,0,2,0,0,1,0,3,23,0,1,0,12,13,1,1,1,1,1,1,0
"684",1679,3,61,1,1,13.6522071269488,0,0,1,1,1,0,1,0,0,0,1,4,0,0,1,0,3,29,0,1,0,13,14,1,1,NA,1,1,NA,0
"685",1682,1,42,1,1,4.75456570155902,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,2,41,0,0,0,12,13,1,1,1,1,1,1,0
"686",1687,5,1,1,1,1.85745033407572,1,0,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,27,0,0,0,10,11,0,0,0,0,0,0,1
"687",1693,4,6,1,1,2.51332731277533,0,1,0,0,NA,NA,1,1,0,0,0,1,1,0,0,0,1,26,0,1,0,10,10,0,0,0,0,0,0,1
"688",1695,1,6,1,1,0.863408,0,1,0,0,NA,NA,0,1,0,0,0,1,1,0,0,0,1,22,0,1,0,11,12,0,0,0,0,0,0,1
"689",1696,6,18,1,1,4.2696,0,1,NA,NA,NA,NA,1,0,1,0,0,2,1,0,0,0,1,26,1,0,0,13,14,1,1,1,1,1,1,1
"690",1703,3,33,1,0,6.79729515418502,0,1,1,0,NA,NA,0,0,0,1,0,3,0,1,0,0,2,20,0,1,0,14,15,1,1,1,1,1,1,1
"691",1709,1,88,1,1,15.6740088105727,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,1,4,25,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"692",1715,1,56,1,1,5.81113585746102,1,0,1,1,1,1,1,0,0,1,0,3,0,0,1,0,3,23,0,0,0,14,14,1,1,1,1,1,1,0
"693",1716,2,35,1,0,8.98084632516704,1,0,1,0,1,1,1,0,0,0,1,4,0,1,0,0,2,23,0,0,0,13,14,1,1,1,1,1,1,0
"694",1717,2,49,1,1,8.64142316258352,1,0,NA,NA,1,1,1,0,0,0,1,4,0,0,1,0,3,23,1,0,0,13,14,1,1,1,1,1,1,0
"695",1723,10,24,1,0,4.28571269487751,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,43,1,0,0,13,14,1,1,NA,1,1,NA,0
"696",1724,10,18,1,1,6.26960352422907,0,1,NA,NA,NA,NA,1,0,0,1,0,3,1,0,0,0,1,36,0,1,0,12,12,0,0,0,1,1,1,1
"697",1725,4,10,1,0,3.96213808463252,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,28,1,0,0,11,NA,NA,NA,NA,0,0,0,0
"698",1726,10,20,1,0,2.41505523385301,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,33,1,0,0,12,13,1,1,1,1,1,1,0
"699",1727,10,18,1,0,5.35945940240109,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,34,0,0,1,12,12,0,0,0,1,1,1,0
"700",1733,4,79,1,0,3.69799554565702,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,4,42,0,0,0,14,15,1,1,1,1,1,1,0
"701",1736,4,52,1,0,8.57142538975501,0,0,1,1,1,1,1,0,0,0,1,4,0,0,1,0,3,33,0,1,0,14,15,1,1,1,1,1,1,0
"702",1737,1,92,1,0,2.65448829487751,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,4,25,1,0,0,15,16,1,1,1,1,1,1,0
"703",1741,3,19,1,1,3.69799554565702,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,1,42,0,0,0,10,NA,NA,NA,NA,0,0,0,0
"704",1745,2,79,1,0,7.80826872246696,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,24,0,0,1,14,15,1,1,1,1,1,1,0
"705",1748,1,85,1,1,9.24498886414254,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,40,1,0,0,12,12,0,0,0,1,1,1,0
"706",1752,3,9,1,0,2.6092,0,1,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,29,0,1,0,9,10,0,0,0,0,0,0,1
"707",1755,9,27,1,1,4.15364142538975,1,0,1,0,NA,NA,1,0,1,0,0,2,0,1,0,0,2,36,1,0,0,11,12,0,0,0,0,0,0,1
"708",1756,1,91,1,1,2.1886140969163,0,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,1,4,32,0,1,0,12,12,0,0,0,1,1,1,1
"709",1758,2,8,1,0,6.69280176211454,1,0,1,1,1,1,1,0,0,1,0,3,1,0,0,0,1,21,0,1,0,15,16,1,1,1,1,1,1,0
"710",1763,1,69,0,1,4.64785211581292,0,1,1,1,1,1,0,0,1,0,0,2,0,0,1,0,3,20,0,0,0,12,13,1,1,1,1,1,1,0
"711",1767,2,80,0,1,11.482276169265,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,4,24,1,0,0,14,14,1,1,NA,1,1,NA,0
"712",1768,1,40,0,0,4.42042538975501,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,31,1,0,0,12,12,0,0,0,1,1,1,0
"713",1769,1,21,0,0,4.4958281938326,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,32,0,1,0,12,12,0,0,0,1,1,1,0
"714",1772,2,14,1,1,1.4232,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,24,0,1,0,10,11,0,0,0,0,0,0,0
"715",1775,1,27,1,0,4.25288105726872,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,22,0,1,0,12,13,1,1,1,1,1,1,0
"716",1780,3,77,1,1,4.48514031180401,0,0,1,1,1,1,1,0,1,0,0,2,0,0,0,1,4,31,1,0,0,12,13,1,1,1,1,1,1,0
"717",1784,1,77,1,1,4.2696,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,1,4,22,0,1,0,13,13,1,1,1,1,1,1,0
"718",1785,4,8,1,0,1.58485523385301,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,18,0,0,0,11,12,0,0,0,0,0,0,0
"719",1786,4,25,1,0,2.46813392070485,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,22,0,1,0,12,12,0,0,0,1,1,1,0
"720",1787,3,37,1,0,2.61214809487751,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,2,41,1,0,0,13,13,1,1,1,1,1,1,0
"721",1788,2,59,1,1,4.38872246696035,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,3,40,0,0,1,12,13,1,1,1,1,1,1,0
"722",1790,1,65,1,1,2.32445434298441,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,3,28,0,0,0,12,12,0,0,0,1,1,1,0
"723",1791,1,59,1,1,7.13184855233853,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,27,0,0,0,13,13,1,1,1,1,1,1,0
"724",1792,2,80,1,1,5.41641497797357,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,1,4,22,0,1,0,13,14,1,1,1,1,1,1,0
"725",1793,2,61,1,0,8.61025550660793,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1,0,3,23,0,1,0,14,14,1,1,1,1,1,1,0
"726",1796,3,42,1,1,5.81113585746102,0,0,1,0,1,1,0,0,0,1,0,3,0,1,0,0,2,22,0,0,0,12,12,0,0,0,1,1,1,0
"727",1797,1,49,1,0,5.2184,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,3,20,0,1,0,9,9,0,0,0,0,0,0,0
"728",1798,2,77,1,0,5.64631091314031,0,0,1,1,1,1,1,0,0,1,0,3,0,0,0,1,4,23,1,0,0,12,13,1,1,1,1,1,1,0
"729",1799,2,35,1,0,4.21630837004405,0,0,1,1,1,0,0,0,1,0,0,2,0,1,0,0,2,21,0,1,0,12,13,1,1,1,1,1,1,0
"730",1802,5,71,1,1,8.4838785942492,0,0,1,0,1,1,1,0,0,0,1,4,0,0,0,1,4,44,0,0,1,12,13,1,1,1,1,1,1,0
"731",1803,2,73,1,0,5.81113585746102,0,0,1,0,1,1,1,0,0,1,0,3,0,0,1,0,3,44,0,0,0,15,16,1,1,1,1,1,1,0
"732",1805,1,46,1,1,9.59878636472393,0,0,NA,NA,1,1,1,0,0,0,1,4,0,0,1,0,3,36,0,0,1,11,12,0,0,0,0,0,0,0
"733",1810,2,39,1,1,NA,0,0,1,0,1,0,1,0,0,0,1,4,0,1,0,0,2,26,0,1,0,13,13,1,1,1,1,1,1,0
"734",1811,9,22,1,1,2.7534318636971,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,24,0,1,0,9,10,0,0,0,0,0,0,0
"735",1812,9,9,1,1,2.23698919592968,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,25,0,0,1,9,10,0,0,0,0,0,0,0
"736",1813,4,22,1,1,3.21483182449889,0,0,0,0,NA,NA,0,0,1,0,0,2,0,1,0,0,2,24,1,0,0,10,10,0,0,0,0,0,0,1
"737",1819,1,74,1,1,5.39616792873051,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1,4,21,1,0,0,12,13,1,1,1,1,1,1,0
"738",1822,2,5,1,1,4.2100628,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,27,0,1,0,11,12,0,0,0,0,0,0,0
"739",1823,6,10,1,1,2.55193762114537,0,1,NA,NA,0,0,0,1,0,0,0,1,1,0,0,0,1,NA,0,0,1,9,9,0,0,0,0,0,0,0
"740",1827,1,44,1,1,4.47151055679287,0,0,0,0,NA,NA,0,0,1,0,0,2,0,0,1,0,3,36,1,0,0,10,11,0,0,0,0,0,0,1
"741",1828,3,8,1,0,1.16228,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,37,0,1,0,11,11,0,0,0,0,0,0,0
"742",1830,5,17,1,1,0.184899777282851,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,25,0,0,0,11,12,0,0,0,0,0,0,0
"743",1831,5,21,1,0,0.237464142538975,1,0,0,0,0,0,NA,1,0,0,0,1,0,1,0,0,2,20,1,0,0,14,15,1,1,1,1,1,1,0
"744",1832,5,14,0,0,0.2372,1,0,0,0,0,0,NA,1,0,0,0,1,1,0,0,0,1,21,0,1,0,12,12,0,0,0,1,1,1,0
"745",1834,1,21,0,0,0.940347438752784,0,1,NA,NA,0,0,0,1,0,0,0,1,1,0,0,0,1,24,0,0,0,12,13,1,1,1,1,1,1,0
"746",1836,6,42,1,1,1.48380616740088,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,3,36,0,1,0,14,14,1,1,1,1,1,1,0
"747",1838,3,13,1,0,3.16971046770601,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,22,0,0,0,12,12,0,0,0,1,1,1,0
"748",1839,3,5,1,0,3.98443653150554,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,28,0,0,1,12,13,1,1,1,1,1,1,0
"749",1848,3,29,1,0,5.28285077951002,0,1,1,0,1,0,1,0,0,1,0,3,0,1,0,0,2,22,0,0,0,13,13,1,1,1,1,1,1,0
"750",1849,1,35,1,0,4.72273409241249,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,2,27,0,0,1,12,12,0,0,0,1,1,1,0
"751",1850,1,72,1,1,5.93,0,0,NA,NA,1,0,0,0,0,1,0,3,0,0,0,1,4,18,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"752",1852,4,91,1,0,2.8464,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,4,42,1,0,0,14,15,1,1,1,1,1,1,0
