"","id","hisp","age97","momageatbirth","age98","age99","age00","age01","age02","age03","male","white","black","intact97","afqtq","afqt1","afqt2","afqt3","afqt4","cvhhlt18","msa12","hhinccat","hhinccat1","hhinccat2","hhinccat3","hhinccat4","hhnetworthcat","hhnetworthcat1","hhnetworthcat2","hhnetworthcat3","hhnetworthcat4","age04","b1980","b1981","b1982","b1983","b1984","Dhgacoll2122","Dhgc12_2122","momhs2","momcoll2","other"
"499",723,1,13,24,15,16,17,18,19,20,1,0,0,1,2,0,1,0,0,2,1,4,0,0,0,1,4,0,0,0,1,21,0,0,0,1,0,1,1,1,1,0
"500",724,0,14,27,16,17,18,19,20,21,1,1,0,1,4,0,0,0,1,3,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"501",725,0,16,30,18,19,20,21,22,23,0,0,1,1,4,0,0,0,1,3,1,4,0,0,0,1,4,0,0,0,1,24,1,0,0,0,0,1,1,1,1,0
"502",726,0,14,32,16,17,18,19,20,21,1,0,1,1,4,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"503",727,0,13,33,14,15,16,17,18,19,0,0,1,1,4,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,1,0
"504",728,0,13,22,15,16,17,NA,19,20,0,0,1,1,1,1,0,0,0,3,1,4,0,0,0,1,3,0,0,1,0,21,0,0,0,1,0,1,1,1,1,0
"505",729,0,17,28,18,19,20,21,22,23,1,0,1,1,3,0,0,1,0,2,1,4,0,0,0,1,3,0,0,1,0,24,1,0,0,0,0,1,1,1,1,0
"506",731,0,16,30,17,18,19,20,21,22,1,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,NA,NA,0
"507",732,0,12,28,14,15,16,NA,NA,NA,0,1,0,1,3,0,0,1,0,2,1,4,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,1,1,0
"508",733,0,15,32,17,18,NA,NA,NA,NA,0,0,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,NA,0,1,0,0,0,NA,NA,1,1,1
"509",734,0,13,34,15,NA,NA,NA,NA,NA,0,0,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,NA,0,0,0,1,0,NA,NA,1,1,1
"510",735,0,16,28,18,19,20,21,NA,NA,0,1,0,1,4,0,0,0,1,3,NA,4,0,0,0,1,4,0,0,0,1,NA,1,0,0,0,0,1,1,1,1,0
"511",736,0,13,32,14,15,NA,17,NA,NA,0,1,0,1,4,0,0,0,1,3,1,4,0,0,0,1,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"512",737,0,14,27,16,17,18,19,20,21,1,1,0,1,3,0,0,1,0,3,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"513",738,0,16,24,18,18,19,20,21,23,1,0,0,1,4,0,0,0,1,3,1,4,0,0,0,1,4,0,0,0,1,23,0,1,0,0,0,1,1,1,1,1
"514",739,0,15,25,16,18,18,19,20,21,0,0,0,1,4,0,0,0,1,3,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,1
"515",740,0,12,37,14,14,15,17,18,18,0,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,1,0
"516",741,0,15,28,16,17,18,19,20,21,0,1,0,0,4,0,0,0,1,1,1,NA,NA,NA,NA,NA,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"517",742,0,15,32,17,17,18,19,20,21,0,1,0,1,4,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"518",743,0,14,35,15,17,18,NA,NA,NA,1,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,NA,NA,0
"519",744,0,14,35,15,17,18,NA,NA,NA,1,1,0,1,3,0,0,1,0,2,1,4,0,0,0,1,4,0,0,0,1,NA,0,0,1,0,0,NA,NA,NA,NA,0
"520",745,0,16,30,18,19,20,21,22,23,1,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,24,1,0,0,0,0,1,1,1,1,0
"521",746,0,15,29,16,17,18,19,20,21,1,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"522",748,0,13,28,15,16,17,18,19,20,0,0,1,0,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,1,1,0
"523",749,0,13,22,16,16,17,18,19,20,0,0,1,1,1,1,0,0,0,5,1,3,0,0,1,0,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,1,1,0
"524",750,0,14,NA,16,17,18,19,20,21,1,0,1,0,1,1,0,0,0,5,NA,NA,NA,NA,NA,NA,1,1,0,0,0,22,0,0,1,0,0,0,0,NA,NA,0
"525",751,0,12,NA,14,14,16,17,18,19,0,0,1,0,1,1,0,0,0,5,1,NA,NA,NA,NA,NA,1,1,0,0,0,20,0,0,0,0,1,NA,NA,NA,NA,0
"526",752,0,14,22,15,16,17,18,19,20,1,0,1,0,1,1,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,21,0,0,0,1,0,1,1,1,1,0
"527",754,1,16,33,18,NA,20,21,22,23,1,0,0,1,3,0,0,1,0,1,1,4,0,0,0,1,4,0,0,0,1,24,1,0,0,0,0,1,1,1,0,0
"528",755,0,14,32,16,17,18,19,20,21,0,1,0,1,2,0,1,0,0,2,1,2,0,1,0,0,4,0,0,0,1,22,0,0,1,0,0,1,1,0,0,0
"529",756,0,12,34,14,15,16,17,18,19,0,1,0,1,2,0,1,0,0,2,1,2,0,1,0,0,4,0,0,0,1,20,0,0,0,0,1,NA,NA,0,0,0
"530",757,0,16,33,18,19,20,21,22,23,0,0,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,NA,1,0,0,0,0,1,1,1,1,1
"531",758,0,14,30,16,17,18,19,20,21,1,1,0,1,4,0,0,0,1,4,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"532",759,0,13,19,15,16,17,18,19,20,1,1,0,0,3,0,0,1,0,1,1,4,0,0,0,1,4,0,0,0,1,21,0,0,0,1,0,1,1,NA,NA,0
"533",761,0,14,31,NA,17,NA,NA,NA,NA,1,1,0,1,2,0,1,0,0,1,1,4,0,0,0,1,4,0,0,0,1,NA,0,0,1,0,0,NA,NA,1,1,0
"534",763,0,17,32,19,19,21,22,22,23,1,1,0,0,4,0,0,0,1,1,1,3,0,0,1,0,3,0,0,1,0,25,1,0,0,0,0,1,1,1,1,0
"535",764,0,15,28,17,18,19,20,21,22,1,0,1,0,1,1,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,23,0,1,0,0,0,0,1,1,1,0
"536",765,1,13,23,15,16,17,18,19,20,1,0,0,0,3,0,0,1,0,3,1,3,0,0,1,0,3,0,0,1,0,21,0,0,0,1,0,1,1,1,0,0
"537",766,0,13,27,14,15,16,17,NA,NA,1,1,0,1,3,0,0,1,0,1,1,3,0,0,1,0,3,0,0,1,0,NA,0,0,0,0,1,NA,NA,1,1,0
"538",767,0,16,31,17,18,19,20,21,22,0,1,0,1,3,0,0,1,0,3,1,2,0,1,0,0,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,1,1,0
"539",768,0,12,36,14,15,16,17,18,19,1,0,1,0,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,2,0,1,0,0,20,0,0,0,0,1,NA,NA,1,1,0
"540",769,0,16,30,18,19,20,21,22,23,0,1,0,0,3,0,0,1,0,1,1,3,0,0,1,0,3,0,0,1,0,24,1,0,0,0,0,0,1,1,1,0
"541",770,0,12,27,14,15,16,NA,18,NA,0,1,0,1,3,0,0,1,0,2,1,4,0,0,0,1,3,0,0,1,0,NA,0,0,0,0,1,NA,NA,1,0,0
"542",772,0,13,27,14,15,16,17,18,19,0,1,0,0,4,0,0,0,1,1,1,3,0,0,1,0,3,0,0,1,0,20,0,0,0,0,1,NA,NA,1,1,0
"543",773,0,14,21,17,NA,NA,NA,NA,NA,1,1,0,NA,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,1,0,0
"544",774,1,15,25,17,17,19,20,20,21,0,0,0,0,3,0,0,1,0,3,1,2,0,1,0,0,3,0,0,1,0,23,0,1,0,0,0,1,1,1,0,0
"545",778,0,14,NA,15,16,17,18,19,20,0,1,0,0,4,0,0,0,1,1,1,2,0,1,0,0,3,0,0,1,0,21,0,0,0,1,0,1,1,1,1,0
"546",785,0,12,28,14,14,15,16,18,18,1,1,0,1,3,0,0,1,0,2,1,4,0,0,0,1,4,0,0,0,1,19,0,0,0,0,1,NA,NA,1,1,0
"547",788,0,15,32,16,17,18,19,20,21,1,1,0,1,4,0,0,0,1,1,1,3,0,0,1,0,3,0,0,1,0,22,0,0,1,0,0,1,1,1,1,0
"548",789,0,16,25,18,19,20,21,22,23,1,1,0,0,2,0,1,0,0,2,1,4,0,0,0,1,3,0,0,1,0,24,1,0,0,0,0,0,1,1,1,0
"549",791,0,15,32,16,17,18,19,20,21,0,1,0,1,3,0,0,1,0,1,1,3,0,0,1,0,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"550",794,0,14,28,16,17,18,19,20,21,1,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,0,1,1,1,0
"551",795,0,15,32,17,17,18,20,21,22,0,1,0,1,3,0,0,1,0,1,1,4,0,0,0,1,3,0,0,1,0,22,0,1,0,0,0,1,1,1,0,0
"552",796,0,14,29,15,16,17,18,19,20,0,1,0,1,4,0,0,0,1,3,1,3,0,0,1,0,3,0,0,1,0,21,0,0,0,1,0,1,1,1,1,0
"553",797,0,16,NA,17,18,19,20,21,22,0,1,0,0,4,0,0,0,1,2,1,4,0,0,0,1,3,0,0,1,0,23,0,1,0,0,0,1,1,NA,NA,0
"554",798,0,13,32,15,16,17,18,19,20,1,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,3,0,0,1,0,NA,0,0,0,1,0,NA,NA,1,1,0
"555",800,0,14,22,16,17,18,19,20,21,1,1,0,1,3,0,0,1,0,3,1,4,0,0,0,1,3,0,0,1,0,22,0,0,1,0,0,1,1,1,0,0
"556",801,0,13,24,14,15,16,17,18,19,0,1,0,1,1,1,0,0,0,3,1,4,0,0,0,1,3,0,0,1,0,20,0,0,0,0,1,NA,NA,1,0,0
"557",805,0,16,27,18,19,20,21,22,23,1,1,0,1,2,0,1,0,0,2,1,4,0,0,0,1,3,0,0,1,0,24,1,0,0,0,0,1,1,1,0,0
"558",806,0,13,30,15,16,17,18,19,20,1,1,0,1,1,1,0,0,0,2,1,4,0,0,0,1,3,0,0,1,0,21,0,0,0,1,0,0,1,1,0,0
"559",807,1,14,20,16,17,18,19,20,21,0,0,0,1,2,0,1,0,0,3,1,3,0,0,1,0,3,0,0,1,0,22,0,0,1,0,0,0,0,0,0,0
"560",808,1,13,21,15,16,17,18,19,20,1,0,0,1,3,0,0,1,0,3,1,3,0,0,1,0,3,0,0,1,0,21,0,0,0,1,0,0,NA,0,0,0
"561",809,0,16,19,18,19,20,NA,23,23,0,1,0,0,3,0,0,1,0,4,1,2,0,1,0,0,2,0,1,0,0,NA,1,0,0,0,0,NA,NA,1,0,0
"562",810,0,16,20,17,18,NA,NA,NA,22,1,1,0,0,2,0,1,0,0,4,1,2,0,1,0,0,2,0,1,0,0,23,0,1,0,0,0,0,1,1,0,0
"563",812,0,13,20,15,16,17,18,19,20,0,0,1,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,0,1,1,1,0
"564",813,0,17,23,18,19,21,22,22,24,0,0,1,0,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,NA,NA,0
"565",814,0,12,19,14,15,16,17,18,19,0,0,1,0,3,0,0,1,0,3,1,1,1,0,0,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"566",815,0,16,33,NA,18,NA,NA,22,22,0,0,1,0,1,1,0,0,0,1,1,2,0,1,0,0,NA,NA,NA,NA,NA,24,0,1,0,0,0,1,1,NA,NA,0
"567",816,0,14,15,16,17,18,19,20,21,0,0,1,0,1,1,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,22,0,0,1,0,0,0,1,1,0,0
"568",817,0,13,22,14,16,17,18,19,20,1,0,1,0,1,1,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,21,0,0,0,1,0,0,1,1,1,0
"569",819,0,17,24,18,19,20,21,22,23,1,0,1,0,3,0,0,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,0,1,1,1,0
"570",820,0,12,29,14,15,16,17,18,19,1,0,1,0,2,0,1,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,1,0
"571",821,0,17,36,19,19,21,21,NA,NA,0,0,1,0,2,0,1,0,0,1,NA,2,0,1,0,0,1,1,0,0,0,25,1,0,0,0,0,0,1,1,0,0
"572",824,1,16,34,18,19,20,21,22,23,0,0,0,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,0,1,0,0,0
"573",825,1,14,37,16,17,18,19,20,21,0,0,0,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,0,0,0
"574",827,0,14,23,15,16,17,18,19,20,1,1,0,1,4,0,0,0,1,2,1,3,0,0,1,0,2,0,1,0,0,21,0,0,0,1,0,1,1,1,1,0
"575",828,0,13,29,15,16,17,18,19,20,0,1,0,1,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,1,0,0
"576",831,0,12,23,14,15,16,17,18,19,1,1,0,0,4,0,0,0,1,2,1,2,0,1,0,0,2,0,1,0,0,20,0,0,0,0,1,NA,NA,1,1,0
"577",832,0,13,25,15,16,17,18,19,20,0,1,0,1,4,0,0,0,1,2,1,3,0,0,1,0,4,0,0,0,1,21,0,0,0,1,0,1,1,1,1,0
"578",833,0,13,23,15,16,17,18,19,20,0,1,0,0,4,0,0,0,1,2,1,3,0,0,1,0,3,0,0,1,0,21,0,0,0,1,0,1,1,1,1,0
"579",835,0,14,28,16,17,18,19,20,21,0,1,0,0,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"580",837,0,17,14,18,19,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,3,1,3,0,0,1,0,3,0,0,1,0,24,1,0,0,0,0,NA,NA,0,0,0
"581",838,0,15,16,17,18,19,20,21,22,0,1,0,0,2,0,1,0,0,3,1,3,0,0,1,0,3,0,0,1,0,23,0,1,0,0,0,0,1,0,0,0
"582",839,0,16,24,18,19,20,21,22,23,0,1,0,1,4,0,0,0,1,2,1,3,0,0,1,0,4,0,0,0,1,24,1,0,0,0,0,1,1,1,1,0
"583",840,0,13,27,14,15,16,18,18,19,0,1,0,1,4,0,0,0,1,2,1,3,0,0,1,0,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"584",841,0,14,30,16,17,18,19,20,21,0,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"585",842,0,14,32,15,16,17,19,19,20,1,1,0,1,3,0,0,1,0,2,1,NA,NA,NA,NA,NA,3,0,0,1,0,22,0,0,0,1,0,1,1,1,1,0
"586",843,0,17,31,18,19,20,21,22,23,1,0,0,0,4,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1,1,1
"587",844,0,14,35,15,16,17,18,19,20,0,1,0,1,2,0,1,0,0,1,1,2,0,1,0,0,1,1,0,0,0,21,0,0,0,1,0,1,1,1,1,0
"588",845,0,17,38,18,19,20,21,22,24,1,0,0,1,3,0,0,1,0,1,1,3,0,0,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1,1,1
"589",846,1,16,30,18,18,19,20,21,23,0,0,0,1,2,0,1,0,0,1,NA,3,0,0,1,0,3,0,0,1,0,24,1,0,0,0,0,1,1,1,1,0
"590",847,0,14,21,16,17,18,19,20,21,1,0,1,1,3,0,0,1,0,4,1,4,0,0,0,1,3,0,0,1,0,22,0,0,1,0,0,1,1,1,1,0
"591",848,0,12,23,14,15,16,17,18,19,0,0,1,1,2,0,1,0,0,4,1,4,0,0,0,1,3,0,0,1,0,20,0,0,0,0,1,NA,NA,1,1,0
"592",849,0,16,27,18,19,20,21,22,23,0,0,1,0,1,1,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,0,1,1,1,0
"593",850,0,16,24,17,18,19,20,21,22,0,0,1,0,3,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0,0,23,0,1,0,0,0,1,1,1,0,0
"594",851,0,14,17,16,16,17,18,19,20,0,0,0,0,3,0,0,1,0,4,1,4,0,0,0,1,2,0,1,0,0,21,0,0,0,1,0,1,1,1,0,1
"595",852,0,13,40,15,16,17,18,19,20,1,0,0,1,2,0,1,0,0,4,NA,NA,NA,NA,NA,NA,1,1,0,0,0,21,0,0,0,1,0,0,0,0,0,1
"596",853,0,13,18,14,15,16,17,18,19,0,0,0,0,1,1,0,0,0,4,1,4,0,0,0,1,2,0,1,0,0,20,0,0,0,0,1,NA,NA,1,0,1
"597",855,0,15,28,17,18,19,20,21,22,0,1,0,0,4,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,1,1,0
"598",856,0,17,19,18,19,20,21,22,23,1,1,0,0,2,0,1,0,0,2,NA,3,0,0,1,0,2,0,1,0,0,24,1,0,0,0,0,1,1,1,1,0
"599",857,0,16,28,17,18,19,21,22,23,0,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,3,0,0,1,0,24,1,0,0,0,0,1,1,1,1,0
"600",858,0,13,31,15,16,17,18,19,20,0,1,0,1,1,1,0,0,0,2,1,4,0,0,0,1,3,0,0,1,0,21,0,0,0,1,0,1,1,1,1,0
"601",859,0,14,25,16,17,18,19,20,21,1,1,0,1,1,1,0,0,0,2,1,NA,NA,NA,NA,NA,4,0,0,0,1,22,0,0,1,0,0,0,1,1,1,0
"602",860,0,15,26,16,17,18,20,20,21,1,0,0,1,4,0,0,0,1,3,1,NA,NA,NA,NA,NA,4,0,0,0,1,22,0,0,1,0,0,1,1,1,0,1
"603",861,0,12,29,14,15,16,17,18,19,1,0,0,1,3,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,0,1
"604",862,0,16,21,17,19,19,21,22,22,0,1,0,0,1,1,0,0,0,3,1,2,0,1,0,0,1,1,0,0,0,24,0,1,0,0,0,0,0,1,1,0
"605",863,0,12,25,14,15,16,NA,18,19,0,1,0,0,2,0,1,0,0,3,1,2,0,1,0,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,1,0
"606",865,0,12,25,NA,15,16,17,18,19,1,1,0,0,4,0,0,0,1,1,1,4,0,0,0,1,2,0,1,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"607",868,0,13,NA,15,16,17,18,19,20,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,21,0,0,0,1,0,0,1,NA,NA,0
"608",869,0,13,37,14,15,16,18,NA,NA,0,0,0,0,1,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,1
"609",870,0,12,23,14,15,16,17,18,19,1,0,1,0,1,1,0,0,0,5,1,1,1,0,0,0,2,0,1,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"610",871,0,14,19,16,NA,18,19,NA,NA,0,0,1,0,1,1,0,0,0,3,NA,1,1,0,0,0,2,0,1,0,0,22,0,0,1,0,0,0,0,NA,NA,0
"611",872,1,15,26,16,17,18,19,20,21,1,0,0,0,3,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0,0,22,0,0,1,0,0,1,1,0,0,0
"612",873,1,13,28,14,15,16,18,19,19,0,0,0,0,3,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,0,0,0
"613",874,1,12,29,14,15,16,17,18,19,1,0,0,1,1,1,0,0,0,6,1,1,1,0,0,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,0,0,0
"614",875,0,14,36,NA,NA,18,19,20,NA,0,1,0,0,2,0,1,0,0,2,NA,1,1,0,0,0,1,1,0,0,0,22,0,0,1,0,0,0,1,1,0,0
"615",876,0,12,17,13,15,16,17,18,18,0,1,0,1,2,0,1,0,0,4,1,3,0,0,1,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"616",878,0,13,31,14,15,16,17,18,19,0,0,0,1,2,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,NA,NA,1
"617",879,0,15,22,17,18,19,20,21,22,0,0,0,0,1,1,0,0,0,2,NA,1,1,0,0,0,1,1,0,0,0,23,0,1,0,0,0,1,1,NA,NA,1
"618",880,1,16,23,18,19,20,21,22,NA,0,0,0,0,2,0,1,0,0,3,1,1,1,0,0,0,1,1,0,0,0,NA,1,0,0,0,0,0,1,0,0,0
"619",881,0,15,25,17,17,19,20,20,22,0,0,1,0,2,0,1,0,0,1,NA,1,1,0,0,0,2,0,1,0,0,22,0,0,1,0,0,1,1,1,1,0
"620",883,1,13,28,15,16,17,18,19,20,0,0,0,1,3,0,0,1,0,2,1,3,0,0,1,0,4,0,0,0,1,21,0,0,0,1,0,1,1,1,0,0
"621",884,0,15,28,17,18,19,20,21,22,1,0,0,1,3,0,0,1,0,3,1,3,0,0,1,0,3,0,0,1,0,23,0,1,0,0,0,1,1,1,1,1
"622",885,0,13,30,15,16,17,18,19,20,1,0,0,1,2,0,1,0,0,3,1,3,0,0,1,0,3,0,0,1,0,21,0,0,0,1,0,1,1,1,1,1
"623",886,0,15,24,16,17,18,19,20,NA,1,1,0,1,3,0,0,1,0,3,1,2,0,1,0,0,3,0,0,1,0,NA,0,0,1,0,0,NA,NA,1,1,0
"624",887,0,13,26,15,16,17,NA,NA,NA,0,1,0,1,2,0,1,0,0,3,1,2,0,1,0,0,3,0,0,1,0,NA,0,0,0,1,0,NA,NA,1,1,0
"625",888,0,16,NA,NA,18,19,20,21,22,0,0,0,0,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,NA,NA,1
"626",890,0,16,24,NA,NA,NA,21,22,NA,1,0,1,0,1,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0
"627",891,0,15,21,16,18,NA,19,20,21,1,0,1,0,1,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,0,1,1,0,0
"628",892,0,13,27,15,16,NA,18,19,NA,0,0,1,0,1,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,0,1,1,0,0
"629",893,1,16,26,18,19,20,21,22,23,1,0,0,1,3,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,1,1,0
"630",894,1,15,27,16,17,18,19,NA,21,1,0,0,1,2,0,1,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"631",895,1,12,30,14,14,16,17,NA,19,1,0,0,1,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,1,1,0
"632",897,0,12,30,14,15,16,17,18,19,0,1,0,1,3,0,0,1,0,2,1,4,0,0,0,1,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"633",898,0,13,21,15,16,17,NA,19,NA,1,1,0,0,4,0,0,0,1,2,1,4,0,0,0,1,3,0,0,1,0,21,0,0,0,1,0,0,1,1,0,0
"634",899,0,17,27,18,19,20,21,22,23,0,1,0,1,2,0,1,0,0,3,1,4,0,0,0,1,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,1,1,0
"635",900,0,14,29,16,17,18,19,20,21,1,1,0,1,2,0,1,0,0,3,1,4,0,0,0,1,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"636",901,0,12,25,14,15,16,17,18,19,0,1,0,1,3,0,0,1,0,3,1,4,0,0,0,1,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"637",902,0,15,29,17,18,19,20,21,22,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,3,0,0,1,0,23,0,1,0,0,0,0,0,NA,NA,1
"638",903,1,15,22,17,18,NA,NA,21,22,1,0,0,1,1,1,0,0,0,1,1,4,0,0,0,1,4,0,0,0,1,23,0,1,0,0,0,1,1,1,0,0
"639",904,1,13,24,15,16,17,NA,19,20,0,0,0,1,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,21,0,0,0,1,0,0,0,NA,NA,0
"640",905,1,13,27,15,16,17,18,19,NA,0,0,0,0,2,0,1,0,0,3,1,1,1,0,0,0,1,1,0,0,0,21,0,0,0,1,0,0,1,1,0,0
"641",906,0,12,19,14,15,16,17,18,NA,0,1,0,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,2,0,1,0,0,20,0,0,0,0,1,NA,NA,0,0,0
"642",908,0,14,18,16,17,18,19,20,21,0,0,0,0,1,1,0,0,0,2,NA,1,1,0,0,0,1,1,0,0,0,22,0,0,1,0,0,0,1,0,0,1
"643",909,0,13,19,15,16,17,18,19,20,1,0,0,0,1,1,0,0,0,2,NA,1,1,0,0,0,1,1,0,0,0,21,0,0,0,1,0,0,1,0,0,1
"644",910,0,16,25,NA,19,NA,NA,NA,NA,0,1,0,1,1,1,0,0,0,1,1,4,0,0,0,1,4,0,0,0,1,NA,0,1,0,0,0,NA,NA,NA,NA,0
"645",911,1,13,35,15,16,17,18,19,20,1,0,0,0,3,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,NA,NA,0
"646",912,0,15,28,17,18,NA,NA,NA,NA,0,0,1,1,2,0,1,0,0,2,1,4,0,0,0,1,3,0,0,1,0,23,0,1,0,0,0,NA,NA,1,1,0
"647",913,0,14,26,16,17,17,18,20,21,0,1,0,1,1,1,0,0,0,2,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"648",914,0,13,37,14,15,16,17,18,NA,1,1,0,1,2,0,1,0,0,1,1,3,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,1,1,0
