"","id","hisp","age97","momageatbirth","age98","age99","age00","age01","age02","age03","male","white","black","intact97","afqtq","afqt1","afqt2","afqt3","afqt4","cvhhlt18","msa12","hhinccat","hhinccat1","hhinccat2","hhinccat3","hhinccat4","hhnetworthcat","hhnetworthcat1","hhnetworthcat2","hhnetworthcat3","hhnetworthcat4","age04","b1980","b1981","b1982","b1983","b1984","Dhgacoll2122","Dhgc12_2122","momhs2","momcoll2","other"
"1",1,0,15,26,17,18,19,20,21,22,0,1,0,1,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,0,0,0
"2",2,1,14,19,16,17,18,19,20,21,1,0,0,0,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"3",3,1,13,26,15,16,17,18,19,20,0,0,0,0,2,0,1,0,0,1,1,3,0,0,1,0,1,1,0,0,0,21,0,0,0,1,0,1,1,1,0,0
"4",4,1,15,33,17,18,19,20,21,22,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,23,0,1,0,0,0,0,1,1,0,0
"5",6,1,15,25,16,17,19,20,20,22,0,0,0,0,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,23,0,0,1,0,0,0,1,1,0,0
"6",7,1,14,26,15,16,17,18,19,NA,1,0,0,0,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,NA,0,0,0,1,0,NA,NA,1,0,0
"7",11,1,15,22,16,17,18,19,20,21,0,0,0,0,2,0,1,0,0,2,1,1,1,0,0,0,2,0,1,0,0,22,0,0,1,0,0,1,1,1,1,0
"8",13,1,12,26,13,15,16,16,18,18,1,0,0,0,3,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,0,0,0
"9",15,1,15,21,15,17,18,19,20,21,0,0,0,1,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,1,0,1,1,1,0,0
"10",16,1,15,34,16,17,18,20,20,21,1,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,2,0,1,0,0,22,0,0,1,0,0,1,1,0,0,0
"11",17,1,15,17,17,18,19,NA,NA,NA,0,0,0,0,2,0,1,0,0,4,1,1,1,0,0,0,1,1,0,0,0,23,0,1,0,0,0,NA,NA,1,1,0
"12",18,0,15,23,16,17,19,NA,20,21,1,0,1,0,1,1,0,0,0,5,1,NA,NA,NA,NA,NA,1,1,0,0,0,23,0,0,1,0,0,0,NA,1,1,0
"13",19,0,12,26,14,15,16,18,18,19,1,0,1,0,1,1,0,0,0,5,1,NA,NA,NA,NA,NA,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,1,0
"14",20,0,16,23,17,19,20,NA,21,22,1,0,1,0,1,1,0,0,0,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,24,1,0,0,0,0,0,0,0,0,0
"15",21,1,14,28,16,17,18,19,20,21,1,0,0,0,1,1,0,0,0,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,22,0,0,1,0,0,1,1,1,1,0
"16",22,1,14,NA,16,17,18,19,20,21,1,0,0,0,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,22,0,0,1,0,0,1,1,0,0,0
"17",23,1,14,32,15,16,17,18,20,21,0,0,0,0,1,1,0,0,0,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,21,0,0,0,1,0,1,1,0,0,0
"18",24,1,12,16,14,15,16,17,18,19,1,0,0,0,1,1,0,0,0,4,1,NA,NA,NA,NA,NA,1,1,0,0,0,20,0,0,0,0,1,NA,NA,0,0,0
"19",25,1,13,NA,15,16,17,18,19,21,0,0,0,1,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,21,0,0,0,1,0,1,1,1,0,0
"20",26,0,16,21,18,19,20,21,22,23,1,0,1,0,1,1,0,0,0,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,24,1,0,0,0,0,0,0,1,0,0
"21",27,0,15,26,NA,18,19,20,21,22,1,0,1,0,1,1,0,0,0,4,1,NA,NA,NA,NA,NA,1,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0
"22",28,0,13,18,15,16,17,18,19,20,0,0,1,0,1,1,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,21,0,0,0,1,0,1,1,1,0,0
"23",30,0,16,31,17,NA,NA,NA,NA,NA,1,1,0,1,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0
"24",31,0,14,31,16,17,18,19,20,21,1,0,0,1,3,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,0,1
"25",32,0,15,25,17,18,NA,20,21,22,0,1,0,1,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,1,1,0
"26",33,0,16,35,18,18,19,21,22,22,0,1,0,1,4,0,0,0,1,1,1,NA,NA,NA,NA,NA,4,0,0,0,1,23,1,0,0,0,0,1,1,1,1,0
"27",34,0,12,32,14,15,16,17,18,19,0,1,0,1,2,0,1,0,0,1,1,1,1,0,0,0,2,0,1,0,0,19,0,0,0,0,1,NA,NA,1,1,0
"28",35,0,14,21,16,16,17,18,19,20,1,0,0,1,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,NA,NA,1
"29",36,0,16,29,18,19,20,21,22,23,0,1,0,1,3,0,0,1,0,2,1,2,0,1,0,0,3,0,0,1,0,24,1,0,0,0,0,0,1,1,1,0
"30",37,0,16,18,18,19,20,21,22,23,0,1,0,1,4,0,0,0,1,2,NA,3,0,0,1,0,1,1,0,0,0,24,1,0,0,0,0,1,1,NA,NA,0
"31",38,0,15,19,17,18,19,20,21,22,0,1,0,1,3,0,0,1,0,2,NA,3,0,0,1,0,1,1,0,0,0,23,0,1,0,0,0,1,1,NA,NA,0
"32",39,1,16,28,19,19,20,21,22,23,1,0,0,1,2,0,1,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,NA,NA,0
"33",41,0,14,31,16,16,17,18,19,20,0,0,0,1,4,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,1,0,1,1,1,0,1
"34",42,0,13,29,15,16,17,18,19,20,1,0,0,1,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,NA,NA,1
"35",43,0,15,26,17,18,19,NA,21,22,0,0,1,0,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,23,0,1,0,0,0,1,1,NA,NA,0
"36",44,1,15,26,17,18,19,20,21,22,1,0,1,1,2,0,1,0,0,2,1,NA,NA,NA,NA,NA,2,0,1,0,0,22,0,1,0,0,0,1,1,NA,NA,0
"37",47,0,14,19,16,17,18,19,20,21,0,0,1,0,2,0,1,0,0,2,1,1,1,0,0,0,1,1,0,0,0,22,0,0,1,0,0,1,1,0,0,0
"38",48,0,13,20,15,16,17,18,19,20,0,0,1,0,3,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0,0,21,0,0,0,1,0,1,1,0,0,0
"39",49,0,14,19,15,17,18,19,20,20,0,0,1,0,4,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,1,0,0,0,1,1,0,0
"40",51,0,16,16,18,19,20,21,22,23,1,0,1,0,3,0,0,1,0,4,1,1,1,0,0,0,1,1,0,0,0,24,1,0,0,0,0,1,1,1,0,0
"41",52,0,13,19,14,16,17,18,18,20,1,0,1,0,2,0,1,0,0,4,1,1,1,0,0,0,1,1,0,0,0,20,0,0,0,1,0,NA,NA,1,0,0
"42",53,0,13,20,14,15,16,17,18,19,0,0,1,1,2,0,1,0,0,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"43",54,0,12,31,13,15,16,17,18,19,0,0,1,0,3,0,0,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,1,0
"44",55,1,16,33,18,18,19,21,21,22,0,0,0,1,3,0,0,1,0,3,NA,NA,NA,NA,NA,NA,1,1,0,0,0,23,0,1,0,0,0,1,1,0,0,0
"45",56,0,15,41,16,17,19,20,20,21,0,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"46",58,0,13,37,15,16,17,18,19,20,1,0,1,1,1,1,0,0,0,2,1,2,0,1,0,0,1,1,0,0,0,21,0,0,0,1,0,1,1,1,0,0
"47",59,0,15,28,17,18,19,20,21,22,0,0,1,0,3,0,0,1,0,1,1,1,1,0,0,0,3,0,0,1,0,23,0,1,0,0,0,1,1,1,1,0
"48",60,0,13,17,15,15,16,17,18,19,1,0,0,0,1,1,0,0,0,3,1,3,0,0,1,0,2,0,1,0,0,21,0,0,0,0,1,1,1,1,1,1
"49",61,0,13,29,15,16,17,18,19,20,0,0,1,0,2,0,1,0,0,2,1,NA,NA,NA,NA,NA,2,0,1,0,0,21,0,0,0,1,0,1,1,1,0,0
"50",62,0,17,24,18,19,20,21,22,23,1,0,1,1,3,0,0,1,0,2,1,4,0,0,0,1,4,0,0,0,1,24,1,0,0,0,0,1,1,1,1,0
"51",63,0,12,28,14,15,16,17,18,19,0,0,1,1,3,0,0,1,0,2,1,4,0,0,0,1,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"52",64,0,17,NA,18,19,20,21,22,23,1,0,1,1,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,1,1,0
"53",65,0,13,40,14,15,16,17,18,19,1,0,1,1,2,0,1,0,0,3,1,NA,NA,NA,NA,NA,2,0,1,0,0,20,0,0,0,0,1,NA,NA,NA,NA,0
"54",69,0,15,NA,17,18,19,20,21,22,0,0,1,1,4,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,1,1,0
"55",70,0,14,NA,16,17,18,19,20,21,1,0,1,1,3,0,0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"56",75,0,15,NA,17,17,18,19,20,21,1,0,0,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,NA,NA,1
"57",76,0,15,NA,17,17,18,19,20,22,1,0,0,0,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,0,1,NA,NA,1
"58",78,0,16,28,17,18,19,20,21,22,0,1,0,0,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,0,1,NA,NA,0
"59",79,1,13,18,14,15,16,18,19,20,1,0,0,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,0,1,0,0,0
"60",80,0,15,20,17,18,19,20,21,22,1,0,1,0,1,1,0,0,0,3,1,2,0,1,0,0,NA,NA,NA,NA,NA,23,0,1,0,0,0,0,1,1,0,0
"61",81,0,13,32,15,15,17,18,18,19,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"62",82,1,13,19,14,15,16,17,18,19,1,0,0,0,3,0,0,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0
"63",83,1,15,23,17,18,19,20,21,22,1,0,0,0,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,23,0,1,0,0,0,0,1,0,0,0
"64",84,1,13,25,14,15,16,17,18,19,0,0,0,0,2,0,1,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,NA,0,0,0,0,1,NA,NA,0,0,0
"65",85,0,13,20,15,15,16,17,18,20,1,1,0,0,3,0,0,1,0,3,1,1,1,0,0,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"66",86,0,16,27,18,19,20,21,22,23,0,1,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,2,0,1,0,0,24,1,0,0,0,0,1,1,1,0,0
"67",87,1,13,26,14,15,16,17,18,19,1,0,0,1,4,0,0,0,1,2,1,2,0,1,0,0,2,0,1,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"68",88,0,16,20,18,18,20,20,22,23,1,1,0,1,1,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0
"69",89,0,15,15,16,17,18,20,21,22,1,1,0,1,4,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,1,1,0,0,0
"70",92,0,14,27,15,16,17,18,19,20,1,0,0,1,1,1,0,0,0,2,1,2,0,1,0,0,1,1,0,0,0,21,0,0,0,1,0,0,1,0,0,1
"71",93,1,13,22,15,16,17,18,19,NA,1,0,0,1,1,1,0,0,0,2,1,2,0,1,0,0,NA,NA,NA,NA,NA,21,0,0,0,1,0,0,1,0,0,0
"72",94,0,16,18,18,19,20,21,22,23,0,0,1,0,4,0,0,0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,0,0,0
"73",95,1,14,33,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,1,0,0,1,NA,2,0,1,0,0,1,1,0,0,0,22,0,0,1,0,0,0,0,0,0,0
"74",97,1,16,37,18,19,20,21,22,23,1,0,0,1,3,0,0,1,0,1,1,2,0,1,0,0,2,0,1,0,0,24,1,0,0,0,0,1,1,1,0,0
"75",98,0,17,NA,18,NA,21,22,23,24,1,0,0,1,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,NA,NA,1
"76",100,0,16,30,17,18,19,20,22,22,0,0,1,0,1,1,0,0,0,1,1,2,0,1,0,0,1,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0
"77",102,1,14,25,16,17,18,19,20,NA,0,0,0,1,2,0,1,0,0,3,1,4,0,0,0,1,4,0,0,0,1,NA,0,0,1,0,0,NA,NA,1,0,0
"78",103,1,13,26,15,16,17,17,19,NA,0,0,0,1,3,0,0,1,0,3,1,4,0,0,0,1,4,0,0,0,1,NA,0,0,0,1,0,NA,NA,1,0,0
"79",104,0,16,21,18,19,20,21,22,22,0,1,0,1,3,0,0,1,0,4,1,4,0,0,0,1,4,0,0,0,1,24,1,0,0,0,0,1,1,1,1,0
"80",105,0,13,24,15,16,17,18,19,20,1,1,0,1,3,0,0,1,0,4,1,4,0,0,0,1,4,0,0,0,1,21,0,0,0,1,0,1,1,1,1,0
"81",106,0,15,32,17,18,19,NA,NA,NA,1,1,0,1,2,0,1,0,0,2,NA,4,0,0,0,1,4,0,0,0,1,NA,0,1,0,0,0,NA,NA,1,1,0
"82",107,0,14,28,16,17,18,19,20,21,0,1,0,1,4,0,0,0,1,4,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"83",108,0,12,30,14,15,16,17,18,19,1,1,0,1,4,0,0,0,1,4,1,4,0,0,0,1,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"84",109,0,14,25,16,17,18,19,20,21,0,1,0,1,4,0,0,0,1,4,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,0,0
"85",110,0,13,26,14,15,16,17,18,19,0,1,0,1,2,0,1,0,0,4,1,4,0,0,0,1,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,0,0
"86",111,0,16,NA,17,18,20,21,21,22,0,1,0,0,4,0,0,0,1,1,1,3,0,0,1,0,3,0,0,1,0,23,0,1,0,0,0,1,1,NA,NA,0
"87",112,0,13,28,15,15,16,17,18,19,0,1,0,1,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,0,0
"88",113,0,12,21,14,15,16,17,18,19,1,1,0,0,4,0,0,0,1,4,1,3,0,0,1,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,1,0
"89",114,0,14,24,16,17,18,19,20,21,0,1,0,1,3,0,0,1,0,1,1,4,0,0,0,1,3,0,0,1,0,22,0,0,1,0,0,0,1,1,0,0
"90",115,1,12,23,14,15,16,17,18,19,0,0,0,1,3,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,1,0,0
"91",119,0,14,28,NA,NA,NA,19,NA,NA,1,1,0,1,2,0,1,0,0,2,1,4,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,1,1,0
"92",121,0,15,27,17,17,19,20,20,21,1,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,23,0,1,0,0,0,1,1,1,1,0
"93",122,0,12,30,14,15,16,17,18,19,1,1,0,1,3,0,0,1,0,2,1,4,0,0,0,1,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"94",125,0,12,28,NA,15,NA,NA,NA,NA,0,1,0,1,3,0,0,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,1,0
"95",126,0,15,26,17,18,19,20,21,22,1,1,0,0,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,1,0,0,0,0,1,1,0,0
"96",127,0,15,24,16,17,18,19,20,21,0,1,0,1,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"97",128,0,14,26,16,17,18,19,20,21,0,1,0,0,3,0,0,1,0,2,1,4,0,0,0,1,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"98",129,0,16,NA,18,19,20,21,22,23,0,0,0,0,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,NA,NA,1
"99",130,0,15,NA,17,18,19,20,21,NA,0,0,0,0,2,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,NA,NA,1
"100",131,0,16,31,18,19,NA,NA,NA,NA,1,1,0,1,4,0,0,0,1,1,1,2,0,1,0,0,4,0,0,0,1,NA,1,0,0,0,0,NA,NA,1,1,0
"101",132,0,14,30,15,16,17,18,19,NA,1,1,0,1,4,0,0,0,1,2,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,1,1,0
"102",133,0,14,27,NA,17,NA,19,NA,21,1,1,0,1,4,0,0,0,1,2,1,3,0,0,1,0,3,0,0,1,0,NA,0,0,1,0,0,1,1,1,1,0
"103",135,0,15,32,17,NA,20,20,21,22,1,1,0,0,4,0,0,0,1,1,1,4,0,0,0,1,3,0,0,1,0,23,0,1,0,0,0,1,1,1,1,0
"104",136,0,13,27,NA,16,17,18,19,NA,0,1,0,1,4,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,1,1,0
"105",137,0,16,23,18,19,20,21,22,23,0,1,0,0,3,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,24,1,0,0,0,0,0,1,1,0,0
"106",138,0,12,30,14,15,16,17,18,19,1,1,0,1,3,0,0,1,0,3,1,NA,NA,NA,NA,NA,4,0,0,0,1,20,0,0,0,0,1,NA,NA,1,1,0
"107",139,0,12,34,14,15,16,17,18,NA,0,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,4,0,0,0,1,NA,0,0,0,0,1,NA,NA,1,1,0
"108",140,1,13,24,15,NA,NA,NA,NA,NA,1,0,0,0,4,0,0,0,1,3,1,3,0,0,1,0,2,0,1,0,0,NA,0,0,0,1,0,NA,NA,1,0,0
"109",141,0,17,31,NA,20,NA,22,NA,NA,0,1,0,1,3,0,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,1,0,0,0,0,1,1,1,0,0
"110",142,0,16,16,17,18,20,20,NA,NA,0,1,0,0,3,0,0,1,0,3,1,2,0,1,0,0,1,1,0,0,0,NA,0,1,0,0,0,NA,NA,0,0,0
"111",143,0,15,19,17,18,19,20,21,22,1,0,1,1,2,0,1,0,0,2,NA,4,0,0,0,1,3,0,0,1,0,NA,0,1,0,0,0,0,1,1,0,0
"112",144,0,14,22,16,17,18,19,20,21,1,0,1,0,3,0,0,1,0,3,1,4,0,0,0,1,3,0,0,1,0,22,0,0,1,0,0,1,1,1,1,0
"113",145,0,12,24,14,15,16,17,18,19,1,0,1,0,2,0,1,0,0,3,1,4,0,0,0,1,3,0,0,1,0,20,0,0,0,0,1,NA,NA,1,1,0
"114",146,0,12,19,14,15,16,17,18,19,1,0,1,1,1,1,0,0,0,2,1,3,0,0,1,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"115",147,0,13,39,14,15,16,17,18,19,0,1,0,1,2,0,1,0,0,1,1,2,0,1,0,0,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,0,0
"116",149,0,14,26,15,16,17,18,19,20,0,0,1,0,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,21,0,0,0,1,0,1,1,0,0,0
"117",150,0,13,27,14,15,16,17,18,19,1,0,1,0,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,20,0,0,0,0,1,NA,NA,0,0,0
"118",151,0,15,18,16,18,19,NA,21,22,0,0,1,0,1,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,0,1,0,0,0
"119",152,0,15,18,16,17,18,19,NA,22,1,0,1,1,2,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0
"120",153,0,17,24,19,19,20,21,22,24,0,0,1,0,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,25,1,0,0,0,0,0,1,0,0,0
"121",154,0,16,29,18,NA,NA,NA,NA,NA,1,1,0,1,4,0,0,0,1,1,1,4,0,0,0,1,3,0,0,1,0,NA,1,0,0,0,0,NA,NA,1,1,0
"122",155,0,17,26,19,19,21,21,22,24,1,0,0,1,4,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,1,1,1
"123",156,0,14,29,16,17,18,19,20,21,1,0,0,1,4,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,1
"124",158,1,12,30,13,14,16,17,18,18,1,0,0,1,4,0,0,0,1,3,1,3,0,0,1,0,3,0,0,1,0,19,0,0,0,0,1,NA,NA,1,1,0
"125",159,1,17,17,19,20,21,21,22,23,0,0,1,1,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,24,1,0,0,0,0,1,1,1,0,0
"126",160,1,16,NA,18,19,20,21,21,22,0,0,0,0,1,1,0,0,0,4,1,1,1,0,0,0,1,1,0,0,0,24,0,1,0,0,0,0,1,0,0,0
"127",161,1,15,17,17,17,19,19,20,21,1,0,0,0,1,1,0,0,0,4,1,1,1,0,0,0,1,1,0,0,0,23,0,0,1,0,0,0,0,0,0,0
"128",164,0,15,26,17,18,19,20,21,22,0,1,0,1,3,0,0,1,0,2,1,3,0,0,1,0,2,0,1,0,0,23,0,1,0,0,0,1,1,1,0,0
"129",165,0,17,27,18,19,20,22,22,23,1,1,0,1,2,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,1,1,1,1,0
"130",166,0,14,29,16,17,18,19,20,21,0,1,0,1,4,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"131",168,1,16,23,17,18,20,21,22,NA,1,0,0,1,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,1,0,0,0,0,1,1,1,0
"132",169,0,14,30,16,16,18,19,20,21,0,1,0,1,4,0,0,0,1,3,1,2,0,1,0,0,1,1,0,0,0,21,0,0,0,1,0,0,1,1,0,0
"133",170,0,12,32,14,15,16,17,18,19,0,1,0,1,3,0,0,1,0,3,1,2,0,1,0,0,1,1,0,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"134",171,1,12,26,14,15,16,17,18,19,0,0,0,1,4,0,0,0,1,2,1,3,0,0,1,0,2,0,1,0,0,20,0,0,0,0,1,NA,NA,1,0,0
"135",172,0,13,33,15,NA,NA,NA,NA,NA,1,1,0,1,4,0,0,0,1,1,1,4,0,0,0,1,4,0,0,0,1,NA,0,0,0,1,0,NA,NA,1,1,0
"136",175,0,15,33,17,18,19,20,21,22,0,1,0,1,4,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,1,1,0
"137",176,0,14,26,16,17,18,19,20,21,1,1,0,1,4,0,0,0,1,3,1,NA,NA,NA,NA,NA,4,0,0,0,1,22,0,0,1,0,0,1,1,1,1,0
"138",177,0,16,29,17,19,20,21,22,23,0,1,0,1,2,0,1,0,0,1,1,3,0,0,1,0,4,0,0,0,1,24,1,0,0,0,0,1,1,1,1,0
"139",178,0,17,23,NA,19,NA,NA,NA,NA,0,1,0,1,4,0,0,0,1,3,1,NA,NA,NA,NA,NA,4,0,0,0,1,25,1,0,0,0,0,NA,NA,1,0,0
"140",180,0,13,27,15,16,NA,NA,NA,20,1,1,0,1,4,0,0,0,1,3,1,NA,NA,NA,NA,NA,4,0,0,0,1,21,0,0,0,1,0,1,1,1,0,0
"141",181,0,14,26,16,17,18,19,20,21,0,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,NA,NA,NA,NA,NA,22,0,0,1,0,0,1,1,1,1,0
"142",182,0,12,28,14,15,16,17,18,19,0,1,0,1,4,0,0,0,1,2,1,4,0,0,0,1,NA,NA,NA,NA,NA,20,0,0,0,0,1,NA,NA,1,1,0
"143",183,0,16,38,18,18,20,21,22,22,0,1,0,1,4,0,0,0,1,1,1,4,0,0,0,1,NA,NA,NA,NA,NA,23,1,0,0,0,0,1,1,1,1,0
"144",184,0,12,NA,14,15,16,16,18,18,1,1,0,1,4,0,0,0,1,2,1,3,0,0,1,0,4,0,0,0,1,19,0,0,0,0,1,NA,NA,1,1,0
"145",185,0,15,26,17,18,19,20,21,22,1,0,1,0,1,1,0,0,0,1,NA,4,0,0,0,1,1,1,0,0,0,23,0,1,0,0,0,0,1,1,0,0
"146",187,1,13,24,15,16,17,18,19,20,1,0,0,1,4,0,0,0,1,4,1,4,0,0,0,1,NA,NA,NA,NA,NA,21,0,0,0,1,0,1,1,1,0,0
"147",188,0,16,21,18,19,NA,NA,NA,23,0,1,0,0,2,0,1,0,0,1,1,2,0,1,0,0,2,0,1,0,0,24,1,0,0,0,0,NA,NA,1,0,0
"148",190,0,13,34,15,16,17,18,19,NA,1,1,0,0,4,0,0,0,1,2,1,NA,NA,NA,NA,NA,4,0,0,0,1,21,0,0,0,1,0,1,1,1,1,0
